OBJECTID,ResourceAgencyNum,PublicName,AltName1,AltName2,AltName3,AltName4,AltName5,AltName6,AltName7,AltName8,AltName9,AltName10,AltName11,AltName12,AltName13,AltName14,AltName15,AltName16,AltName17,AltName18,AltName19,AltName20,AltName21,AltName22,AltName23,AltName24,AltName25
100,69801680,Junior Achievement of Central ON - Junior Achievement of Central ON,Central Ontario Junior Achievement,covid-19,CV19,JA Canada,JA Central Ontario,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,71449085,Justice for Children and Youth - Justice for Children and Youth,"Canadian Foundation for Children, Youth and the Law",CV19,"Foundation for Children, Youth and the Law",JFCY,Street Youth Legal Services,SYLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,69795606,Kennedy House - Day Treatment Program,Galloway Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,69795600,Kennedy House - Kennedy House,Galloway Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,70666933,Kids Help Phone - Kids Help Phone,CBX2,COVID19 Mental Health Support Strategy,CV19 ,Resources Around Me,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,72883674,Kids Now - Kids Now,Kids Now Canada,Kids.Now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,72765513,Lesbian Gay Bi Trans YouthLine - Lesbian Gay Bi Trans YouthLine,CV19,CBX2,2SLGBTQ Youth Peer Support HelpLine,Bi Youth Line,COVID19 Mental Health Support Strategy,Gay Youth Line,Lesbian Gay Youth Line,Trans Youth Line,Youth Line,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,69801601,LOFT Community Services - Ingles Housing and Support Services,CV19,Ingles House,Leap of Faith Together,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,69801551,LOFT Community Services - Transitional Age Youth Program,CV19,Leap of Faith Together,TAY Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,69799614,Lumenus Community Services - Adventure Place Child and Family Centre,BB Now,Better Beginnings Now,CV19,Day Treatment Section 23 Program,Early Years Centre,EarlyON Child and Family Centre,EYC,OEYC,Ontario Early Years Centre,Willowdale EarlyON Child and Family Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,69799631,Lumenus Community Services - Doorways Mental Health and Substance Use Services,CV19,Doorway for Transition Age Youth,Doorways for Transition Age Youth,DTAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,69799646,"Lumenus Community Services - Griffin Centre, What's Up Walk-in Counselling Clinic",coronavirus,COVID19 Mental Health Support Strategy,CV19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,73198129,Lumenus Community Services - Griffin Mental Health Services,Compass,CV19,Helping Youth Towards Solutions,HYTS,reach OUT,reachOUT,reachOUT Newcomer Network,Sexual Offending Risk Needs Assessment and Treatment,SORNAT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,69799640,Lumenus Community Services - Skylark Counselling Services,CV19,Wraparound Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,69799655,"Lumenus Community Services - Skylark Long Term Residential Treatment, Hillsdale Residence",CV19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,69799628,Lumenus Community Services - Skylark Merge Day Treatment Program,CV19,Delisle in the Schools,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,69799652,"Lumenus Community Services - Skylark Residential Treatment, Richard Kalesky House",CV19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,69799620,Lumenus Community Services - Skylark Studio Drop-in,CV19,Delisle in the Schools,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,69799649,"Lumenus Community Services - Skylark Visions Day Treatment Program, George Harvey Collegiate",CV19,Delisle in the Schools,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,69799638,Lumenus Community Services - Skylark What's Up Walk-In Counselling Clinic,coronavirus,covid-19,COVID19 Mental Health Support Strategy,CV19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,69799643,Lumenus Community Services - Skylark YouthCan Impact Walk-In Counselling,CV19,Youth Can Impact Walk In Counselling Clinic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,69795722,"Macaulay Child Development Centre - EarlyON Child and Family Centre, 2700 Dufferin",Child Development Centre,CV19,EarlyON Child and Family Centre,EYC,OEYC,Ontario Early Years Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,69795725,"Macaulay Child Development Centre - EarlyON Child and Family Centre, 48 Regent St",Child Development Centre,CV19,EYC,OEYC,Ontario Early Years Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,69795714,"Macaulay Child Development Centre - EarlyON Child and Family Centre, Annette Public Library",Child Development Centre,CV19,Junction Caregiver Resource Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,69795719,Macaulay Child Development Centre - Macaulay Child Development Centre,Child Development Centre,CV19,Family Literacy,Supporting Young Families,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,69795717,Macaulay Child Development Centre - Program Without Walls,Child Development Centre,CV19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,69795733,Malvern Family Resource Centre - EarlyON Child and Family Centre,CV19,Early Years Centre,EarlyON Child and Family Centre,EYC,OEYC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,69795737,Malvern Family Resource Centre - Women's Place,CV19,Women Linking Women with Community Services,Women's Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,69797881,"Massey Centre - EarlyOn Child and Family Centre, TO Danforth",CV19,EarlyOn,EarlyOn Child and Family Centre,OCFC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,69797883,Massey Centre - Massey Centre,Massey Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,69795034,Moorelands Kids - Moorelands Kids,CV19,Moorelands Wilderness Camp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,69800167,More Than Child's Play EarlyON Child and Family Centre - More Than Child's Play EarlyON Child and Family Centre,Early Years Centre,EarlyON Child and Family Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,69794546,Mothercraft - Early Intervention Programs,Breaking the Cycle,BTC,Building Connections,CV19,Parent/Infant Program,PIP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,69794538,"Mothercraft - EarlyON Child and Family Centre, St Paul's",CV19,EarlyON CFC,EarlyON Child and Family Centre,EYC,Mothercraft Society,OEYC,Ontario Early Years Centre,St Pauls Riding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,69794540,Mothercraft - Mothercraft,City Kids,CITYKIDS,CV19,EarlyON Child and Family Centre,Kids Included in Developmental Supports,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,69794543,Mothercraft - Mothercraft College of Early Childhood Education,CV19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,69799055,Nanny Angel Network - Nanny Angel Network,NAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,69797937,"Neighbourhood Link Support Services - Children, Youth and Newcomer Programs",Eat and Meet,Explore Toronto,Healthy Lifestyle,Kick Start,Neighbourhood Group,Youth Awoken,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,69796102,North York General Hospital - Adolescent Eating Disorders Program,CV19,IODE Children's Centre,NYGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,69796150,Northwood Neighbourhood Services - Child-parent program,CV19 ,EarlyON Child and Family Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,69794762,NPower Canada - NPower Canada,CIF,CV19,Empower,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,69796933,Ombudsman ON - Children and Youth Unit,Advocate's Office,CV19,Office of the Provincial Advocate for Children and Youth,Ontario Child and Youth Unit,Ontario Youth Advocate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,69796989,One Parent Families Association of Canada - TO Area Chapter,Canadian 1 Parent Family Association,OPFA Toronto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,69796178,ON Association of Children's Aid Societies - ON Association of Children's Aid Societies,Association of Children's Aid Societies,OACAS,YouthCAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,69796176,ON Association of Children's Aid Societies - YouthCAN,Association of Childrens Aid Societies,OACAS,Resources Supporting Youth in Transition,RSYT,"Youth Communication, Advocacy and Networking",Youth Policy Advisory and Advocacy Group,YPAAG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,69796205,ON Camps Association - ON Camps Association,Camping Association,CV19,Find a Camp,OCA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,69801432,"ON. Min. of Children, Community and Social Services - CFSA Licensing and Compliance Services",CFSA Licencing,"Child, Youth and Family Services Act",CYFSA,MCYS,Ministry of Children and Youth Services,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,69801403,"ON. Min. of Children, Community and Social Services - ON Autism Program",Ministry of Children and Youth Services,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,69801438,"ON. Min. of Children, Community and Social Services - ON. Min. of Children, Community and Social Services",MCYS,Ministry of Children and Youth Services,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,69801406,"ON. Min. of Children, Community and Social Services - Post Adoption Disclosure Unit",Adoption Disclosure Register,Custodian of Adoption Information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,69801435,"ON. Min. of Children, Community and Social Services - Private and International Adoption",MCYS Private and International Adoption,Ministry of Children and Youth Services,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,73393466,"ON. Min. of Children, Community and Social Services - Youth Justice Services Division, TO Region",CV19,MCYS,Ministry of Children and Youth Services,Ontario. Youth Justice Services,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,69801417,"ON. Min. of Children, Community and Social Services - Youth Justice Services, Probation Office, TO Central",MCYS,Ministry of Children and Youth Services,Ontario. Youth Justice Services,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,69801420,"ON. Min. of Children, Community and Social Services - Youth Justice Services, Probation Office, TO East",MCYS,Ministry of Children and Youth Services,Ontario. Youth Justice Services,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,71141129,"ON. Min. of Children, Community and Social Services - Youth Justice Services, Probation Office, TO North",MCYS,Ministry of Children and Youth Services,Ontario. Youth Justice Services,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,69801423,"ON. Min. of Children, Community and Social Services - Youth Justice Services, Probation Office, TO West Dundas",MCYS,Ministry of Children and Youth Services,Ontario. Youth Justice Services,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,69801414,"ON. Min. of Children, Community and Social Services - Youth Justice Services, Probation Office, TO West Kipling",MCYS,Ministry of Children and Youth Services,Ontario. Youth Justice Services,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,69801429,"ON. Min. of Children, Community and Social Services - Youth Justice Services, Youth Justice Volunteer Program, TO Region",MCYS,Ministry of Children and Youth Services,Ontario. Youth Justice Services,YJVP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,69801026,ON. Min. of Education - Child Care Quality Assurance and Licensing,Child Care Finder,Early Years and Child Care Division,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,69801504,ON. Min. of Education. EarlyON Child and Family Centres - ON. Min. of Education. EarlyON Child and Family Centres,CV19,Early Years Centre,EarlyON Child and Family Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,69796864,"ON. Min. of the Attorney General, Court Services - ON Court of Justice, Family Court",Family Law Information Centre,FLIC,MAG,Ministry of the Attorney General,Toronto North Family Court,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,69796837,"ON. Min. of the Attorney General, Court Services - ON Court of Justice, Family Court / Youth Criminal Justice Court",CV19,Family Court,Family Law Information Centre,FLIC,MAG,Ministry of the Attorney General,Youth Criminal Justice Court,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,69796830,ON. Min. of the Attorney General. Office of the Children's Lawyer - ON. Min. of the Attorney General. Office of the Children's Lawyer,MAG,Ontario. Office of the Children's Lawyer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,69796970,Operation Springboard - Aris Kaplanis Centre for Youth,Attendance Program,Scarborough Youth Justice Committee,Specialized Youth Services,Springboard,SYJC,YJC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,69796946,Operation Springboard - Blue Jays Lodge,Youth Justice Residence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,69796949,Operation Springboard - Terry Fox House,Youth Justice Residence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,69796967,Operation Springboard - Youth Court Action Planning Program,CV19,YCAPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,69799516,Ophea - Ophea,Ontario Physical and Health Education Association,Youth Thrive,YouThrive.com,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,69799367,Outward Bound Canada. Charitable Programs - Outward Bound Canada. Charitable Programs,Residential Camp Programs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,69801244,PACT Urban Peace Program - PACT Urban Peace Program,Canadian Foundation for the Prevention of Family Violence,CV19,"Participation, Acknowledgement, Commitment, Transformation",Youth Crime Reduction Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,70306137,Parent Education Network - Parent Education Network,Centre for Parent Education,PEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,69799873,"Parent Resources - Parent Resources, Gerrard Site",EarlyON Child and Family Centre,Family Resource Programme,Gerrard Street Family Resource Program,Nobody's Perfect,OEYC,Ontario Early Years Centre,Parent Resources Drop-In Centre,When Baby Comes Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,69799876,"Parent Resources - Parent Resources, St Lawrence Site",Parent Resources Drop-In Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,69800107,Parent-Child Mother Goose Program - Parent-Child Mother Goose Program,Toronto Parent Child Mother Goose Program,TPCMG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,69795999,Pathways to Education Canada - Pathways to Education Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,69794074,Peacebuilders International (Canada) - Peacebuilders International (Canada),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,69795196,Plan International Canada - Plan International Canada,CV19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,69797025,Planned Parenthood TO - Community Health Centre for Youth,CV19,PPT,The House,Toronto Planned Parenthood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,69797031,Planned Parenthood TO - Planned Parenthood TO,CV19,PPT,The House,Toronto Planned Parenthood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,69797027,Planned Parenthood TO - Teen Health Source,CV19,PPT,Teen Sex Info Line,Teen Sex InfoLine,Teen Sex Information Line,TeenHealthSource,Toronto Planned Parenthood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,69797029,Planned Parenthood TO - Teens Educating and Confronting Homophobia (TEACH),CV19,PPT,TEACH,Toronto Planned Parenthood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,69799818,Polycultural Immigrant and Community Services - Youth Job Connection,5118A ,CV19,PICS,YJC,YJCS,Youth Job Connection Summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,69799813,Polycultural Immigrant and Community Services - Youth Job Connection Program,5118A ,CV19,PICS,YJC,YJCS,Youth Job Connection Summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,69798955,Postpartum Support International - Greater TO Chapter,PSI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,71141136,"Pregnancy Care Centre - Pregnancy Care Centre, Hispanic Centre",Christian Association of Pregnancy Support Services,CV19,PCC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,70494578,"Pregnancy Care Centre - Pregnancy Care Centre, North York Central Office",Christian Association of Pregnancy Support Services,CV19,PCC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,71141139,"Pregnancy Care Centre - Pregnancy Care Centre, Scarb. Office",Christian Association of Pregnancy Support Services,CV19,PCC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,71141140,"Pregnancy Care Centre - Pregnancy Care Centre, TO Downtown Office",Christian Association of Pregnancy Support Services,CV19,PCC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,69800003,Project Canoe - Project Canoe,CANOE Project,Creative and Natural Outdoor Experience,Project C.A.N.O.E.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,69799355,Radius Child and Youth Services - Radius Child and Youth Services,SAFE-T,Sexual Abuse Family Education and Treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,71222721,Reconnect Community Health Services - Family and Caregiver Support Services (Dorset Park Hub),CV19,RCHS,FAME Children and Youth,FAME Kids,FAMEkids,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,71222722,Reconnect Community Health Services - Family and Caregiver Support Services (North),CV19,RCHS,FAME Children and Youth,FAME Kids,FAMEkids,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,69800218,Regent Park Focus Youth Media Arts Centre - Regent Park Focus Youth Media Arts Centre,Catch da Flava,Centre for Addiction and Mental Health,Regent Park Focus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,69797124,Rexdale Women's Centre - Eating for Two Prenatal Nutrition Program,CV19,Rexdale Community Hub,Rexdale Multiservice Hub,Rexdale Womens Centre,RWC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,69797112,Rexdale Women's Centre - Nobody's Perfect Parenting Program,CV19,Rexdale Womens Centre,RWC,Thistletown Multi Service Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,69797116,Rexdale Women's Centre - Rexdale Women's Centre,Childminding Monitoring Advisory and Support,CMAS,CV19,Family Drop In,Language Instruction for Newcomers to Canada,LINC,Rexdale Womens Centre,RWC,Thistletown Multi Service Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,69797127,Rexdale Women's Centre - School Readiness Program,CV19,Rexdale Womens Centre,RWC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,70134694,Rosalie Hall - Rosalie Hall,Community Care and Treatment Team,covid-19,CV19,Young Parent Hub,YPH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,69801218,Ryerson University - EarlyON Child and Family Centre,Early ON Child and Family Centre,Gerrard Resource Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,69797263,"Scadding Court Community Centre - Early Years, Children and Youth program",CV19,EarlyON,EarlyON Child and Family Centre,FORKS,SCCC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,69801061,"Sherbourne Health - Sherbourne Health, Supporting Our Youth",SHC,SOY,TDIN,Black Queer Youth,BQY,Melanin Linx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,69794968,SickKids Centre for Community Mental Health - Growing Together Program,CV19,Hospital for Sick Children,Sick Kids Centre for Community Mental Health,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,69794971,"SickKids Centre for Community Mental Health - Treatment Centre, Jarvis Street Site",Hospital for Sick Children,Jarvis Street Treatment Centre,Sick Kids Centre for Community Mental Health,SickKids CCMH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,69794965,"SickKids Centre for Community Mental Health - Treatment Centre, Sheppard Avenue Site",Early Years Centre,EarlyON Child and Family Centre,EYC,Gail Appel Institute,Hospital for Sick Children,OEYC,Ontario Early Years Centre,Sheppard Avenue Treatment Centre,Sick Kids Centre for Community Mental Health,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
